Allahabad,2017-01-01,rain,65.11,57,0.7,
Lucknow,2017-01-01,rain,65.23,57,0.62,
Bareilly,2017-01-01,rain,74.04,54,0.94,0.4
Moradabad,2017-01-01,rain,72.51,51.39,0.95,1.9
Meerut,2017-01-01,rain,73.16,51.91,0.76,1.99
Allahabad,2017-01-02,rain,65.11,55,0.68,
Lucknow,2017-01-02,rain,65.23,55,0.59,
Bareilly,2017-01-02,rain,74.04,54,0.92,0.28
Moradabad,2017-01-02,rain,72.51,51.39,0.84,1.64
Meerut,2017-01-02,rain,73.16,51.91,0.68,1.77
Allahabad,2017-01-03,rain,64,52,0.49,1.28
Lucknow,2017-01-03,rain,64.19,52,0.37,1.4
Bareilly,2017-01-03,rain,75.43,52,0.72,0.58
Moradabad,2017-01-03,rain,72.56,50.81,0.66,2.31
Meerut,2017-01-03,rain,73.77,51.68,0.56,2.42
Allahabad,2017-01-04,rain,70,50,0.53,0.56
Lucknow,2017-01-04,rain,70,50,0.34,0.77
Bareilly,2017-01-04,rain,69.27,52.78,0.63,0.25
Moradabad,2017-01-04,rain,76.03,49.76,0.89,2.5
Meerut,2017-01-04,rain,76.05,50.31,0.79,2.57
Allahabad,2017-01-05,rain,74.22,49.78,0.66,0.32
Lucknow,2017-01-05,rain,72,50,0.42,0.55
Bareilly,2017-01-05,rain,73,50,0.74,0.35
Moradabad,2017-01-05,rain,77,50.53,0.9,1.13
Meerut,2017-01-05,rain,77,51.28,0.83,1.09
Allahabad,2017-01-06,rain,72.32,51.45,0.73,3.11
Lucknow,2017-01-06,rain,63.7,52,0.34,3.47
Bareilly,2017-01-06,rain,77,48,0.75,0.88
Moradabad,2017-01-06,rain,75,52.32,0.8,4.89
Meerut,2017-01-06,rain,75,55.02,0.8,4.95
Allahabad,2017-01-07,rain,74.65,54,0.99,4.29
Lucknow,2017-01-07,rain,70,53.89,0.66,5.13
Bareilly,2017-01-07,rain,58,54,0.48,1.99
Moradabad,2017-01-07,rain,61,50.38,0.56,5.76
Meerut,2017-01-07,rain,61,52.95,0.57,5.77
Allahabad,2017-01-08,rain,70.89,55,0.96,2.15
Lucknow,2017-01-08,rain,66.9,54.87,0.63,2.41
Bareilly,2017-01-08,rain,65.28,49.35,0.98,0.43
Moradabad,2017-01-08,rain,68,45.46,0.88,1.37
Meerut,2017-01-08,rain,68,48.49,0.78,1.39
Allahabad,2017-01-09,rain,73,54,1.38,2.11
Lucknow,2017-01-09,rain,73.22,54,1.06,2.78
Bareilly,2017-01-09,rain,75,52,1.38,1.51
Moradabad,2017-01-09,rain,65.03,46.4,0.81,2.9
Meerut,2017-01-09,rain,66.58,47.52,0.71,2.99
Allahabad,2017-01-10,rain,70.55,48,1.98,4.56
Lucknow,2017-01-10,rain,70.22,48,1.85,5.62
Bareilly,2017-01-10,rain,65.36,43,1.36,1.1
Moradabad,2017-01-10,rain,63.51,42.92,1.39,4.07
