Allahabad,2017-01-01,rain,65.11,57,0.7,
Fatehpur,2017-01-01,rain,64.8,56.54,0.64,
Kanpur,2017-01-01,rain,64.6,56.87,0.57,
Aligarh,2017-01-01,rain,72.51,52,0.6,2.07
Delhi,2017-01-01,rain,73.53,52,0.61,2.27
Allahabad,2017-01-02,rain,65.11,55,0.68,
Fatehpur,2017-01-02,rain,64.8,55,0.65,
Kanpur,2017-01-02,rain,64.6,55,0.6,
Aligarh,2017-01-02,rain,72.51,52,0.52,1.69
Delhi,2017-01-02,rain,73.53,52,0.54,2.12
Allahabad,2017-01-03,rain,64,52,0.49,1.28
Fatehpur,2017-01-03,rain,65.12,52,0.46,1.18
Kanpur,2017-01-03,rain,65.73,52,0.41,1.41
Aligarh,2017-01-03,rain,73.62,52,0.42,2.1
Delhi,2017-01-03,rain,72.68,51.48,0.42,2.74
Allahabad,2017-01-04,rain,70,50,0.53,0.56
Fatehpur,2017-01-04,rain,70,50,0.46,1.01
Kanpur,2017-01-04,rain,70,50,0.39,1.16
Aligarh,2017-01-04,rain,76.02,49.64,0.73,2.34
Delhi,2017-01-04,rain,75.96,50.59,0.74,2.84
Allahabad,2017-01-05,rain,74.22,49.78,0.66,0.32
Fatehpur,2017-01-05,rain,72.41,50,0.57,0.76
Kanpur,2017-01-05,rain,72,50,0.42,0.74
Aligarh,2017-01-05,rain,77,52.05,0.79,0.99
Delhi,2017-01-05,rain,77,53.17,0.81,1.13
Allahabad,2017-01-06,rain,72.32,51.45,0.73,3.11
Fatehpur,2017-01-06,rain,71.74,52,0.61,3.02
Kanpur,2017-01-06,rain,67.75,52,0.42,3.25
Aligarh,2017-01-06,rain,75.83,51.98,1,4.91
Delhi,2017-01-06,rain,75.08,56.81,0.84,5.63
Allahabad,2017-01-07,rain,74.65,54,0.99,4.29
Fatehpur,2017-01-07,rain,71.74,54,0.85,4.45
Kanpur,2017-01-07,rain,70,53.73,0.72,4.75
Aligarh,2017-01-07,rain,61,48.34,0.54,5.68
Delhi,2017-01-07,rain,61.03,54.93,0.49,6.63
Allahabad,2017-01-08,rain,70.89,55,0.96,2.15
Fatehpur,2017-01-08,rain,69.59,55,0.85,2.24
Kanpur,2017-01-08,rain,67.48,55,0.69,2.37
Aligarh,2017-01-08,rain,68.07,52.59,0.72,1.92
Delhi,2017-01-08,rain,68.26,53.85,0.72,1.6
Allahabad,2017-01-09,rain,73,54,1.38,2.11
Fatehpur,2017-01-09,rain,73,54,1.22,2.39
Kanpur,2017-01-09,rain,73,54,1.06,2.71
Aligarh,2017-01-09,rain,68.12,49.96,0.81,3.15
Delhi,2017-01-09,rain,65.43,49.94,0.64,3.31
Allahabad,2017-01-10,rain,70.55,48,1.98,4.56
Fatehpur,2017-01-10,rain,70.56,48,1.92,4.71
Kanpur,2017-01-10,rain,70.42,48,1.84,5.21
Aligarh,2017-01-10,rain,64.31,43.47,1.4,4.57
Delhi,2017-01-10,rain,63.48,43,1.32,5.02
Allahabad,2017-01-11,rain,65.66,39,1.98,4.36
Fatehpur,2017-01-11,rain,66.15,39,1.91,4.68
Kanpur,2017-01-11,rain,65.5,39,1.82,5.3
Aligarh,2017-01-11,rain,63.47,40.02,1.28,4.95
Delhi,2017-01-11,rain,61.96,39.96,1.18,5.47
Allahabad,2017-01-12,rain,64.55,36,2.02,2.86
Fatehpur,2017-01-12,rain,64.88,36,1.82,3.17
Kanpur,2017-01-12,rain,64.65,36,1.58,3.76
Aligarh,2017-01-12,rain,64,38.25,1.06,3.81
Delhi,2017-01-12,rain,64,40.35,0.89,4.53
Allahabad,2017-01-13,rain,65.22,36,1.62,2.61
Fatehpur,2017-01-13,rain,65.45,36,1.53,2.76
Kanpur,2017-01-13,rain,64.51,36,1.43,3
Aligarh,2017-01-13,rain,66.01,41.98,0.9,3.2
Delhi,2017-01-13,rain,66.02,41.87,0.88,3.45
Allahabad,2017-01-14,rain,70,37,1.16,2.78
Fatehpur,2017-01-14,rain,70,37,1.08,2.93
Kanpur,2017-01-14,rain,70,37,0.94,3.39
Aligarh,2017-01-14,rain,66,41,0.73,2.87
Delhi,2017-01-14,rain,66,41,0.73,3.24
Allahabad,2017-01-15,rain,73,41,1.25,1.62
Fatehpur,2017-01-15,rain,73,41,1.11,1.77
Kanpur,2017-01-15,rain,73,41,0.95,1.92
Aligarh,2017-01-15,rain,72.51,44.62,1.03,1.23
Delhi,2017-01-15,rain,73.81,47.63,0.95,1.32
Allahabad,2017-01-16,rain,78.88,43,1.21,0.98
Fatehpur,2017-01-16,rain,77.79,43,1.15,1.24
Kanpur,2017-01-16,rain,77,43,0.98,1.4
Aligarh,2017-01-16,rain,68.02,49.1,0.91,4.1
Delhi,2017-01-16,rain,64.44,48.44,0.9,4.7
Allahabad,2017-01-17,rain,72.77,48,0.99,3.63
Fatehpur,2017-01-17,rain,71.78,48,0.88,3.71
Kanpur,2017-01-17,rain,70.65,48,0.73,3.99
Aligarh,2017-01-17,rain,59.23,41,0.69,4.74
Delhi,2017-01-17,rain,59,41,0.59,5.57
Allahabad,2017-01-18,rain,70.22,46,0.76,3.14
Fatehpur,2017-01-18,rain,69.52,46,0.61,3.27
Kanpur,2017-01-18,rain,68,46,0.43,3.57
Aligarh,2017-01-18,rain,66,41,0.61,3.17
Delhi,2017-01-18,rain,66,41,0.61,3.57
Allahabad,2017-01-19,rain,73,43,0.96,2.87
Fatehpur,2017-01-19,rain,73,43,0.81,3
Kanpur,2017-01-19,rain,73,43,0.65,3.17
Aligarh,2017-01-19,rain,69.8,43,0.82,4.92
Delhi,2017-01-19,rain,67.93,43,0.72,5.65
Allahabad,2017-01-20,rain,73.55,45,1.62,5.15
Fatehpur,2017-01-20,rain,73.07,45,1.52,5.19
Kanpur,2017-01-20,rain,73,45,1.44,5.5
Aligarh,2017-01-20,rain,69.12,42.64,0.89,4.29
Delhi,2017-01-20,rain,67.93,43,0.76,4.97
Allahabad,2017-01-21,rain,75.33,43,1.56,4.16
Fatehpur,2017-01-21,rain,73.4,43,1.49,4.26
Kanpur,2017-01-21,rain,72,43,1.42,4.67
Aligarh,2017-01-21,rain,68.13,41,0.87,3.17
Delhi,2017-01-21,rain,66.78,41,0.7,3.6
Allahabad,2017-01-22,rain,78.66,46,1.27,3.05
Fatehpur,2017-01-22,rain,77.07,46,1.21,3.14
Kanpur,2017-01-22,rain,77,46,1.05,3.39
Aligarh,2017-01-22,rain,74.89,48,0.82,2.25
Delhi,2017-01-22,rain,74.42,48,0.69,2.49
Allahabad,2017-01-23,rain,81.55,52,1.48,4.64
Fatehpur,2017-01-23,rain,81,52,1.39,4.7
Kanpur,2017-01-23,rain,81,52,1.32,5.04
Aligarh,2017-01-23,rain,76.78,48,0.7,2.67
Delhi,2017-01-23,rain,75.55,48,0.65,3.21
Allahabad,2017-01-24,rain,82.11,53.66,1.32,3.37
Fatehpur,2017-01-24,rain,81.51,53.33,1.25,3.44
Kanpur,2017-01-24,rain,81,52.53,1.07,3.89
Aligarh,2017-01-24,rain,78.33,51.96,0.82,0.92
Delhi,2017-01-24,rain,77,52,0.66,1.4
Allahabad,2017-01-25,rain,82,48,1.37,1.98
Fatehpur,2017-01-25,rain,82,48,1.28,2.14
Kanpur,2017-01-25,rain,82,48,1.13,2.33
Aligarh,2017-01-25,rain,77.21,57,0.76,4.06
Delhi,2017-01-25,rain,77,56.66,0.68,4.84
Allahabad,2017-01-26,rain,81,52,1.25,3.65
Fatehpur,2017-01-26,rain,81,52,1.19,3.7
Kanpur,2017-01-26,rain,81,52,1.02,4.01
Aligarh,2017-01-26,rain,70.12,58.58,0.73,2.57
Delhi,2017-01-26,rain,64.88,57,0.62,2.75
Allahabad,2017-01-27,rain,66.77,55,1.63,4.42
Fatehpur,2017-01-27,rain,66.34,55,1.59,4.48
Kanpur,2017-01-27,rain,66.47,55,1.45,4.72
Aligarh,2017-01-27,rain,66.84,54.39,1.12,5.4
Delhi,2017-01-27,rain,65.5,54,0.78,6.27
Allahabad,2017-01-28,rain,71.11,48,1.3,4.35
Fatehpur,2017-01-28,rain,71.35,48,1.18,4.53
Kanpur,2017-01-28,rain,70.86,48,1.04,4.82
Aligarh,2017-01-28,rain,67.2,50,0.71,4.73
Delhi,2017-01-28,rain,64.96,50,0.54,5.35
Allahabad,2017-01-29,rain,70.44,52,1.29,3.76
Fatehpur,2017-01-29,rain,68.98,52,1.21,3.89
Kanpur,2017-01-29,rain,66.79,52,1.05,4.23
Aligarh,2017-01-29,rain,70,52,0.68,5.71
Delhi,2017-01-29,rain,70,52,0.61,6.51
Allahabad,2017-01-30,rain,74.22,46,0.97,2.98
Fatehpur,2017-01-30,rain,73.03,46,0.87,3.08
Kanpur,2017-01-30,rain,72,46,0.71,3.3
Aligarh,2017-01-30,rain,71.24,49.64,0.66,2.44
Delhi,2017-01-30,rain,70.96,51.28,0.61,2.98
Allahabad,2017-01-31,rain,77.44,46,1.02,2.91
Fatehpur,2017-01-31,rain,74.47,46,0.9,3.01
Kanpur,2017-01-31,rain,73,46,0.74,3.19
Aligarh,2017-01-31,rain,74.56,50,0.78,3.34
Delhi,2017-01-31,rain,72.48,50,0.7,3.96
Allahabad,2017-02-01,rain,77.22,48,1.06,2.34
Fatehpur,2017-02-01,rain,76.18,48,0.95,2.29
Kanpur,2017-02-01,rain,75,48,0.8,2.52
Aligarh,2017-02-01,rain,71.38,50,1.08,2.55
Delhi,2017-02-01,rain,70.96,50,0.76,3.42
Allahabad,2017-02-02,rain,77.22,48,1.16,1.23
Fatehpur,2017-02-02,rain,75.6,48,1.08,1.24
Kanpur,2017-02-02,rain,75,48,0.91,1.34
Aligarh,2017-02-02,rain,73.58,49.07,1.32,1.42
Delhi,2017-02-02,rain,73,49.49,0.97,2.46
Allahabad,2017-02-03,rain,77,48,1.19,0.25
Fatehpur,2017-02-03,rain,77,48,1.14,0.74
Kanpur,2017-02-03,rain,77,48,0.98,0.77
Aligarh,2017-02-03,rain,75.78,50.42,1.36,0.38
Delhi,2017-02-03,rain,75.96,51.38,0.98,1.56
Allahabad,2017-02-04,rain,78.11,48,1.16,0.14
Fatehpur,2017-02-04,rain,78.5,48,1.08,0.28
Kanpur,2017-02-04,rain,77.88,48,0.94,0.23
Aligarh,2017-02-04,rain,73.66,55.79,1.2,4.99
Delhi,2017-02-04,rain,73,55.7,0.75,6.39
Allahabad,2017-02-05,rain,83.77,54,1.3,1.74
Fatehpur,2017-02-05,rain,83.74,54,1.24,1.58
Kanpur,2017-02-05,rain,82.33,54,1.09,1.81
Aligarh,2017-02-05,rain,74.45,59.67,1.27,4.26
Delhi,2017-02-05,rain,73,60.92,0.93,5.21
Allahabad,2017-02-06,rain,81.53,59,1.38,2.99
Fatehpur,2017-02-06,rain,81.43,59,1.31,3.12
Kanpur,2017-02-06,rain,81,59,1.21,3.31
Aligarh,2017-02-06,rain,73.97,55.31,1.12,5.42
