2017,01,01,515
2017,01,03,818
2017,01,05,539
2017,01,08,752
2017,01,10,65
2017,01,12,150
2017,01,15,80
2017,01,17,375
2017,01,19,200
2017,01,22,100
2017,01,24,92
2017,01,26,150
2017,01,29,343
2017,01,31,320
2017,02,02,220
2017,02,05,245
2017,02,07,89
2017,02,09,75
2017,02,12,15
2017,02,14,0
2017,02,16,65
2017,02,19,820
2017,02,21,110
2017,02,23,50
2017,02,26,45
2017,02,28,130
2017,03,02,45
2017,03,05,300
2017,03,07,0
2017,03,09,0
2017,03,12,5
2017,03,14,0
2017,03,16,70
2017,03,19,14
2017,03,21,0
2017,03,23,0
2017,03,26,0
2017,03,28,210
2017,03,30,55
2017,04,02,55
2017,04,04,0
2017,04,06,0
2017,04,13,50
2017,04,16,0
2017,04,18,0
2017,04,23,0
2017,04,25,45
2017,04,27,10
2017,04,30,15
2017,05,02,0
2017,05,04,13
2017,05,07,0
2017,05,09,0
2017,05,11,57
2017,05,14,15
2017,05,16,40
2017,05,18,60
2017,05,21,74
2017,05,23,15
2017,05,25,10
2017,05,28,39
2017,05,30,15
2017,06,01,15
2017,06,04,10
2017,06,06,40
2017,06,08,15
2017,06,11,10
2017,06,13,10
2017,06,15,13
2017,06,18,15
2017,06,20,0
2017,06,22,0
2017,06,25,10
2017,06,29,0
2017,07,02,10
2017,07,04,25
2017,07,06,67
2017,07,09,15
2017,07,11,10
2017,07,13,10
2017,07,16,15
2017,07,18,0
2017,07,20,10
2017,07,25,60
2017,07,27,10
2017,08,01,20
2017,08,03,12
2017,08,06,30
2017,08,08,29
2017,08,10,45
2017,08,13,15
2017,08,17,10
2017,08,20,10
2017,08,24,285
2017,08,27,15
2017,08,29,13
2017,09,03,10
2017,09,05,35
2017,09,07,0
2017,09,10,0
2017,09,12,0
2017,09,14,0
2017,09,17,0
2017,09,24,15
2017,09,26,0
2017,09,28,15
2017,10,01,15
2017,10,03,14
2017,10,05,13
2017,10,08,0
2017,10,10,15
2017,10,12,40
2017,10,15,30
2017,10,17,5
2017,10,19,10
2017,10,22,10
2017,10,24,28
2017,10,26,15
2017,10,29,30
2017,10,31,0
2017,11,02,34
2017,11,05,15
2017,11,07,235
2017,11,09,395
2017,11,12,70
2017,11,14,25
2017,11,16,82
2017,11,19,30
2017,11,21,15
2017,11,23,15
2017,11,26,10
2017,11,28,0
2017,11,30,35
2017,12,03,15
2017,12,05,7
2017,12,07,10
2017,12,10,0
2017,12,12,111
2017,12,17,5
2017,12,19,75
2017,12,21,160
2017,12,24,45
2017,12,26,117
2017,12,28,100
2017,12,31,555
