2017,01,02,1242
2017,01,03,1545
2017,01,04,2060
2017,01,06,769
2017,01,07,675
2017,01,08,1228
2017,01,09,1228
2017,01,11,785
2017,01,12,575
2017,01,13,635
2017,01,14,673
2017,01,15,545
2017,01,16,395
2017,01,17,521
2017,01,18,940
2017,01,19,989
2017,01,20,1013
2017,01,21,885
2017,01,23,740
2017,01,24,715
2017,01,25,390
2017,01,26,593
2017,01,27,455
2017,01,28,389
2017,01,29,650
2017,01,30,865
2017,01,31,1050
2017,02,01,970
2017,02,02,1378
2017,02,03,1269
2017,02,06,645
2017,02,07,531
2017,02,08,390
2017,02,09,285
2017,02,10,774
2017,02,11,193
2017,02,12,638
2017,02,13,562
2017,02,14,663
2017,02,15,440
2017,02,16,327
2017,02,17,515
2017,02,18,375
2017,02,19,635
2017,02,20,1031
2017,02,21,643
2017,02,23,330
2017,02,24,688
2017,02,25,440
2017,02,26,575
2017,02,27,395
2017,02,28,313
2017,03,01,453
2017,03,02,385
2017,03,03,425
2017,03,04,525
2017,03,06,533
2017,03,07,480
2017,03,08,253
2017,03,09,125
2017,03,11,375
2017,03,12,101
2017,03,13,180
2017,03,14,73
2017,03,15,35
2017,03,16,0
2017,03,17,60
2017,03,18,73
2017,03,20,172
2017,03,21,480
2017,03,24,0
2017,03,25,103
2017,03,26,50
2017,03,27,23
2017,03,28,25
2017,03,29,425
2017,03,30,130
2017,03,31,57
2017,04,01,0
2017,04,03,67
2017,04,04,55
2017,04,05,65
2017,04,07,147
2017,04,08,120
2017,04,09,143
2017,04,10,60
2017,04,11,65
2017,04,12,19
2017,04,14,233
2017,04,15,129
2017,04,17,0
2017,04,18,63
2017,04,19,65
2017,04,20,130
2017,04,21,215
2017,04,22,105
2017,04,24,0
2017,04,25,153
2017,04,26,25
2017,04,27,87
2017,04,28,225
2017,04,29,61
2017,04,30,23
2017,05,02,55
2017,05,06,143
2017,05,07,77
2017,05,08,240
2017,05,09,85
2017,05,10,0
2017,05,11,90
2017,05,12,48
2017,05,13,40
2017,05,14,55
2017,05,15,190
2017,05,16,240
2017,05,17,0
2017,05,18,40
2017,05,19,110
2017,05,20,120
2017,05,21,121
2017,05,23,40
2017,05,24,377
2017,05,25,0
2017,05,26,80
2017,05,27,86
2017,05,28,263
2017,05,29,115
2017,05,30,129
2017,05,31,37
2017,06,01,173
2017,06,02,90
2017,06,03,123
2017,06,04,170
2017,06,06,165
2017,06,07,123
2017,06,08,70
2017,06,09,180
2017,06,10,47
2017,06,11,30
2017,06,13,45
2017,06,15,0
2017,06,16,145
2017,06,17,47
2017,06,19,123
2017,06,20,75
2017,06,21,142
2017,06,23,10
2017,06,24,130
2017,06,25,65
2017,06,27,95
2017,06,28,157
2017,06,29,145
2017,06,30,92
2017,07,02,75
2017,07,03,78
2017,07,04,228
2017,07,06,191
2017,07,09,265
2017,07,11,359
2017,07,13,40
2017,07,15,15
2017,07,16,65
2017,07,17,0
2017,07,19,90
2017,07,20,30
2017,07,21,183
2017,07,23,70
2017,07,24,53
2017,07,25,90
2017,07,26,235
2017,07,27,35
2017,07,28,132
2017,07,29,70
2017,07,30,33
2017,07,31,0
2017,08,01,90
2017,08,02,46
2017,08,03,38
2017,08,04,55
2017,08,05,103
2017,08,07,63
2017,08,08,23
2017,08,09,30
2017,08,10,71
2017,08,12,30
2017,08,13,0
2017,08,15,49
2017,08,16,55
2017,08,17,0
2017,08,18,0
2017,08,19,23
2017,08,20,57
2017,08,21,47
2017,08,24,125
2017,08,25,70
2017,08,26,85
2017,08,27,50
2017,08,28,80
2017,08,30,75
2017,08,31,125
2017,09,02,100
2017,09,03,146
2017,09,04,150
2017,09,06,120
2017,09,07,113
2017,09,08,45
2017,09,09,13
2017,09,10,135
2017,09,11,17
2017,09,12,0
2017,09,13,65
2017,09,14,125
2017,09,15,112
2017,09,16,131
2017,09,17,20
2017,09,18,31
2017,09,19,70
2017,09,20,145
2017,09,21,149
2017,09,23,137
2017,09,24,25
2017,09,25,105
2017,09,26,78
2017,09,27,105
2017,09,28,85
2017,09,30,54
2017,10,01,118
2017,10,02,78
2017,10,03,75
2017,10,04,65
2017,10,06,130
2017,10,07,173
2017,10,08,43
2017,10,09,95
2017,10,10,10
2017,10,11,32
2017,10,15,81
2017,10,16,133
2017,10,17,97
2017,10,18,170
2017,10,19,305
2017,10,20,150
2017,10,21,110
2017,10,23,187
2017,10,24,85
2017,10,25,65
2017,10,26,95
2017,10,27,115
2017,10,29,100
2017,10,30,164
2017,10,31,196
2017,11,02,198
2017,11,03,420
2017,11,04,350
2017,11,06,205
2017,11,07,153
2017,11,08,215
2017,11,09,557
2017,11,10,927
2017,11,11,905
2017,11,12,600
2017,11,13,630
2017,11,14,170
2017,11,15,97
2017,11,16,250
2017,11,17,210
2017,11,18,50
2017,11,19,115
2017,11,21,195
2017,11,23,390
2017,11,24,540
2017,11,26,455
2017,11,27,180
2017,11,28,540
2017,11,29,295
2017,11,30,250
2017,12,01,257
2017,12,02,95
2017,12,05,90
2017,12,06,170
2017,12,07,250
2017,12,08,130
2017,12,09,170
2017,12,10,68
2017,12,11,268
2017,12,12,75
2017,12,14,70
2017,12,15,130
2017,12,16,200
2017,12,17,35
2017,12,18,80
2017,12,19,143
2017,12,20,404
2017,12,21,585
2017,12,24,157
2017,12,25,415
2017,12,26,150
2017,12,27,220
2017,12,28,265
2017,12,29,600
