2017,01,01,530
2017,01,02,905
2017,01,03,955
2017,01,04,1075
2017,01,06,199
2017,01,07,367
2017,01,08,692
2017,01,09,365
2017,01,10,133
2017,01,11,105
2017,01,12,244
2017,01,13,215
2017,01,14,104
2017,01,15,35
2017,01,16,6
2017,01,17,393
2017,01,18,225
2017,01,19,235
2017,01,20,105
2017,01,21,196
2017,01,22,216
2017,01,23,78
2017,01,24,126
2017,01,25,41
2017,01,26,150
2017,01,27,148
2017,01,28,56
2017,01,29,315
2017,01,30,281
2017,01,31,265
2017,02,01,60
2017,02,02,60
2017,02,03,265
2017,02,04,110
2017,02,05,250
2017,02,06,15
2017,02,07,15
2017,02,08,15
2017,02,09,15
2017,02,10,10
2017,02,11,30
2017,02,12,15
2017,02,13,0
2017,02,14,0
2017,02,15,75
2017,02,16,0
2017,02,17,10
2017,02,18,110
2017,02,19,625
2017,02,20,95
2017,02,21,180
2017,02,22,170
2017,02,23,50
2017,02,24,195
2017,02,25,235
2017,02,26,85
2017,02,27,10
2017,02,28,75
2017,03,01,0
2017,03,02,0
2017,03,03,15
2017,03,04,0
2017,03,05,80
2017,03,06,10
2017,03,07,15
2017,03,08,50
2017,03,09,35
2017,03,10,7
2017,03,11,15
2017,03,12,10
2017,03,13,0
2017,03,14,7
2017,03,15,70
2017,03,16,35
2017,03,17,15
2017,03,18,15
2017,03,19,75
2017,03,20,4
2017,03,21,0
2017,03,22,30
2017,03,23,14
2017,03,24,0
2017,03,25,65
2017,03,26,10
2017,03,27,0
2017,03,28,280
2017,03,29,15
2017,03,30,10
2017,03,31,0
2017,04,01,8
2017,04,02,0
2017,04,03,0
2017,04,04,14
2017,04,05,10
2017,04,07,10
2017,04,08,7
2017,04,09,12
2017,04,10,15
2017,04,11,55
2017,04,12,5
2017,04,13,10
2017,04,14,0
2017,04,15,35
2017,04,16,15
2017,04,17,13
2017,04,18,13
2017,04,19,15
2017,04,20,5
2017,04,21,0
2017,04,22,0
2017,04,23,10
2017,04,24,0
2017,04,25,222
2017,04,26,10
2017,04,27,15
2017,04,28,10
2017,04,29,0
2017,04,30,15
2017,05,01,15
2017,05,02,15
2017,05,03,15
2017,05,04,13
2017,05,05,10
2017,05,06,85
2017,05,07,15
2017,05,08,5
2017,05,09,10
2017,05,10,57
2017,05,11,53
2017,05,12,0
2017,05,13,10
2017,05,14,10
2017,05,15,160
2017,05,16,54
2017,05,17,12
2017,05,18,15
2017,05,19,32
2017,05,20,15
2017,05,21,40
2017,05,22,15
2017,05,23,15
2017,05,24,0
2017,05,25,15
2017,05,26,0
2017,05,27,15
2017,05,28,15
2017,05,29,3
2017,05,30,15
2017,05,31,15
2017,06,01,61
2017,06,02,15
2017,06,03,15
2017,06,04,30
2017,06,05,3
2017,06,06,40
2017,06,07,110
2017,06,08,15
2017,06,09,10
2017,06,10,15
2017,06,12,3
2017,06,13,15
2017,06,14,15
2017,06,15,70
2017,06,16,15
2017,06,17,15
2017,06,18,15
2017,06,19,0
2017,06,20,15
2017,06,21,0
2017,06,22,5
2017,06,23,15
2017,06,24,0
2017,06,25,15
2017,06,26,15
2017,06,27,15
2017,06,28,62
2017,06,29,55
2017,06,30,40
2017,07,01,125
2017,07,02,45
2017,07,03,7
2017,07,04,39
2017,07,05,15
2017,07,06,159
2017,07,07,0
2017,07,08,47
2017,07,09,10
2017,07,10,0
2017,07,11,10
2017,07,12,0
2017,07,13,10
2017,07,14,10
2017,07,15,67
2017,07,16,10
2017,07,17,0
2017,07,18,15
2017,07,19,15
2017,07,20,38
2017,07,21,15
2017,07,22,15
2017,07,23,15
2017,07,24,10
2017,07,25,15
2017,07,26,15
2017,07,27,8
2017,07,28,0
2017,07,29,15
2017,07,31,8
2017,08,01,0
2017,08,02,0
2017,08,03,5
2017,08,04,10
2017,08,05,15
2017,08,06,5
2017,08,07,55
2017,08,08,15
2017,08,09,38
2017,08,10,80
2017,08,11,15
2017,08,12,105
2017,08,13,15
2017,08,14,15
2017,08,15,10
2017,08,16,15
2017,08,17,15
2017,08,18,5
2017,08,19,15
2017,08,20,15
2017,08,21,0
2017,08,22,15
2017,08,23,486
2017,08,24,62
2017,08,25,5
2017,08,26,10
2017,08,27,15
2017,08,28,10
2017,08,29,12
2017,08,30,50
2017,08,31,15
2017,09,01,65
2017,09,02,0
